CSDUID,CSDNAME,CSDTYPE,OMEC_LAT,OMEC_LON,OMEC_RAD_M
5931021,Squamish-Lillooet D,RDA,49.950080789390555,-123.25282857613077,53008.4329296939
5931026,Lillooet,DM,50.68412274015129,-121.92859758487894,5947.482770127979
5931032,Squamish-Lillooet A,RDA,50.82696227295601,-122.92312123380384,58737.915214255205
5931034,Squamish-Lillooet B,RDA,50.72940599819466,-122.29845293583016,55403.36132036488
5931801,Cheakamus 11,IRI,49.834436536148395,-123.20337529073589,5160.139287689152
5931802,Kowtain 17,IRI,49.74284880966106,-123.14064438499187,462.7418063582043
5931806,Seaichem 16,IRI,49.754050342652704,-123.14162277557001,203.9504822567271
5931807,Stawamus 24,IRI,49.69008884631121,-123.14853208075382,450.1898716677458
5931808,Waiwakum 14,IRI,49.77057201427311,-123.162315921319,511.1106644288136
5931809,Yekwaupsum 18,IRI,49.72584078967081,-123.16198315386745,136.66049236149007
5931812,Nesuch 3,IRI,50.31008150555851,-122.65012740141584,3040.8513800310006
5931813,Bridge River 1,IRI,50.80788523331488,-122.02504117044414,9824.49143605698
5931814,Cayoosh Creek 1,IRI,50.673645395100145,-121.93435795987492,1044.781606073496
5931815,Chilhil 6,IRI,50.63579642398013,-121.80370734799364,2207.574214597375
5931816,Fountain 1,IRI,50.7349968654397,-121.86352834346732,955.0893274916119
5931817,Fountain 3,IRI,50.77757341270017,-121.84285177779687,1602.9723234226315
5931818,Fountain 10,IRI,50.758633570466955,-121.92307556265226,840.9184717140052
5931819,Fountain 11,IRI,50.72057900297168,-121.91017736969911,378.71456580368834
5931820,Fountain 12,IRI,50.68653564117595,-121.80774622537182,393.2824101002765
5931821,Lillooet 1,IRI,50.689735648930366,-121.9554371831605,2325.5155965771187
5931822,Fountain Creek 8,IRI,50.70633688252618,-121.83668793685035,340.3053520149086
5931823,McCartney's Flat 4,IRI,50.65774089376373,-121.90097288343833,1455.7635827048296
5931824,Seton Lake 5,IRI,50.6678248592172,-121.9882550571487,135.15787313889837
5931825,Fountain 1D,IRI,50.74454706148628,-121.86626524768283,434.4859955692057
5931826,Necait 6,IRI,50.70335681647691,-122.29860184599893,471.3346431815051
5931827,Nesikep 6,IRI,50.54259378623191,-121.78559479331386,1846.2640953336836
5931828,Pashilqua 2,IRI,50.65370204371832,-121.91056135329663,1500.5324311817283
5931829,Pavilion 1,IRI,50.88261873123316,-121.84436345620642,2587.7709789972805
5931831,Slosh 1,IRI,50.72900497946341,-122.22676668953369,4497.310718620237
5931832,Towinock 2,IRI,50.58556218461716,-121.85219977242281,775.3957253415894
5931833,Mission 5,IRI,50.704635794569455,-122.2802161808179,393.3229579874803
5931834,Fountain 3A,IRI,50.762011907075305,-121.83337454866542,443.4354643655179
5931842,Fountain 1B,IRI,50.74241323597589,-121.87847007341367,718.0199784021024
5931843,Mount Currie,IRI,50.31989107530229,-122.69541581992172,4695.847902901754
5931844,Nequatque,IRI,50.54187876112327,-122.48237245476724,2000.704836434209
5933006,Merritt,CY,50.109593726002686,-120.77335805605385,3988.071243991641
5933008,Thompson-Nicola M (Beautiful Nicola Valley - North),RDA,50.21181782895276,-120.30562305921534,52224.846657866765
5933012,Thompson-Nicola N (Beautiful Nicola Valley - South),RDA,49.919913248782755,-120.96530800817938,36258.50371139338
5933015,Lytton,VL,50.22296144054263,-121.56840375560253,2890.026640550727
5933019,Ashcroft,VL,50.701689934607046,-121.32015046306313,8207.65888429357
5933024,Cache Creek,VL,50.79569659859292,-121.31557390148195,2613.326681680998
5933028,Clinton,VL,51.1060716932501,-121.55166419139505,11534.871713072625
5933032,Thompson-Nicola E (Bonaparte Plateau),RDA,51.30357540708849,-121.6097112620046,73856.44353727862
5933035,Logan Lake,DM,50.52561186237291,-121.03876736929223,18764.250228828474
5933037,Thompson-Nicola I (Blue Sky Country),RDA,50.52449491024499,-121.65781040814474,61508.683180098866
5933039,Thompson-Nicola J (Copper Desert Country),RDA,50.81534309858435,-120.6109153990151,51154.80107104277
5933042,Kamloops,CY,50.68141595128003,-120.28218866073385,20601.701206832204
5933044,Thompson-Nicola P (Rivers and the Peaks),RDA,50.942099263119246,-120.10455612971565,35452.29113601804
5933045,Sun Peaks Mountain,VL,50.89031437660683,-119.89581648070478,5304.551110566808
5933054,Chase,VL,50.83064411484342,-119.6899248184708,14894.04128471144
5933060,Thompson-Nicola L (Grasslands),RDA,50.61299012548494,-119.90330836699361,39808.39702712506
5933067,Clearwater,DM,51.60783189769552,-119.94016216230136,14496.758985390918
5933068,Thompson-Nicola A (Wells Gray Country),RDA,52.17510855640948,-119.9870663615866,78790.72743979418
5933070,Thompson-Nicola B (Thompson Headwaters),RDA,52.088401760062354,-119.53130495161345,68168.19276998921
5933072,Thompson-Nicola O (Lower North Thompson),RDA,51.37409777109071,-119.77732213760459,62548.217641963915
5933074,Barriere,DM,51.17219674771496,-120.11715599994143,3906.8987773362996
5933801,Coldwater 1,IRI,50.0347847327636,-120.8584615792886,3865.1983011767443
5933802,Douglas Lake 3,IRI,50.17013769047221,-120.265971289276,8462.596732965683
5933803,Hamilton Creek 2,IRI,50.14870255919772,-121.52038463810854,736.7281511943357
5933805,Joeyaska 2,IRI,50.09232261455772,-120.75672785498399,874.6971211716738
5933806,Nicola Lake 1,IRI,50.20934334704904,-120.4589791551624,3607.8936941341694
5933807,Nicola Mameet 1,IRI,50.18539238641438,-120.82814675751408,7122.0605030599445
5933808,Nooaitch 10,IRI,50.191142250232566,-121.06431419449338,5782.359134049011
5933809,Paul's Basin 2,IRI,49.991033975380255,-120.96439420733518,3089.111756891061
5933810,Chuchhraischin,IRI,50.44911976710746,-121.34192663783581,1646.974158134401
5933811,Zoht 4,IRI,50.182729535124274,-120.6679918265057,1306.334957108062
5933812,Bonaparte 3,IRI,50.84099727473892,-121.37612126120298,2176.834458387358
5933813,Halhalaeden,IRI,50.294372528948955,-121.62808300752702,1079.8888251831065
5933814,Canoe Creek 1,IRI,51.46944785484137,-122.15092367767859,702.5493219810485
5933817,Skeetchestn,IRI,50.819448626636394,-120.9508809249346,9337.318094221802
5933819,High Bar 1,IRI,51.11022106401286,-121.99381237680241,4564.56796742721
5933821,Canoe Creek 2,IRI,51.42932280167667,-122.0313220633378,4519.875292775196
5933823,Kitzowit 20,IRI,50.20098792043826,-121.57118300060252,248.6347364513956
5933824,Skuppah 2A,IRI,50.19480414215653,-121.57959972602828,355.47200110924115
5933825,Inklyuhkinatko 2,IRI,50.18922696475881,-121.57411380029079,778.565985315254
5933828,Basque 18,IRI,50.6282995521597,-121.33016023947674,2463.500903307523
5933829,Klahkamich 17,IRI,50.22802224339181,-121.57592128856679,361.0961934073521
5933831,Kleetlekut 22,IRI,50.2620346373325,-121.57208043940994,791.7358950739884
5933832,Klickkumcheen 18,IRI,50.23648481520803,-121.57645130947485,379.00616660818326
5933833,Inkluckcheen,IRI,50.27686145871055,-121.60006868408207,1872.3358991148136
5933834,Kumcheen 1,IRI,50.42417377416215,-121.31683260911367,357.94917894354336
5933836,Lower Hat Creek 2,IRI,50.88024897305963,-121.48430206715817,2911.4701198779867
5933837,Peq-Paq 22,IRI,50.61241096305885,-121.38397570570167,1148.8072077103386
5933839,Lytton 4A,IRI,50.44048791372296,-121.71747709795662,1454.743365765126
5933840,Lytton 4E,IRI,50.42671357896865,-121.70924922170194,1053.070032664516
5933841,Lytton 9A,IRI,50.30747003482859,-121.64889341008168,1170.8954927999714
5933842,Lytton 9B,IRI,50.27189491092664,-121.6252746794187,762.2908116065071
5933844,Ashcroft 4,IRI,50.71810592247708,-121.31690377917903,1088.6568338289153
5933845,105 Mile Post 2,IRI,50.72840038515671,-121.31997098608143,3586.574803728562
5933846,Oregon Jack Creek 5,IRI,50.59991119048906,-121.32190965586081,1460.7436569017696
5933848,Nickel Palm 4,IRI,50.447403685124776,-121.70153864996654,575.2142268092432
5933849,Siska Flat,IRI,50.13660676079331,-121.56927777361702,764.4790321264107
5933850,Nickeyeah 25,IRI,50.208186988786416,-121.58482406191338,1179.9508431766455
5933851,Nicomen 1,IRI,50.26345914417481,-121.40237745788913,737.2967225048799
5933852,Nohomeen 23,IRI,50.24961841340018,-121.59871796217745,330.47165123406614
5933853,Nuuautin 2,IRI,50.258549658635104,-121.58975832914304,1083.9563243657099
5933854,Paska Island 3,IRI,50.616133432563316,-121.3171601183318,676.9333090321377
5933855,Papyum 27,IRI,50.23657027621744,-121.59343307850004,535.4222448447182
5933857,Pemynoos 9,IRI,50.489161255782044,-121.26511389368801,4166.483854142356
5933858,Seah 5,IRI,50.49975407950409,-121.73527141213937,1112.503776383926
5933859,Shackan 11,IRI,50.28956928123722,-121.17944576477055,5359.03651593579
5933861,Kloklowuck 7,IRI,50.36206754964052,-121.24047440406457,958.1814712710346
5933865,Skuppah 4,IRI,50.172717401510965,-121.57854446027946,370.70950598139734
5933866,Skwayaynope 26,IRI,50.19260164240169,-121.58994674088981,747.6648471897548
5933868,Spintlum Flat 3,IRI,50.337143856866156,-121.65451410511932,1204.5514031858636
5933870,Nkaih 10,IRI,50.33087856511453,-121.6578067133316,1589.582630518274
5933872,Marble Canyon 3,IRI,50.81993678095867,-121.6646475160415,1726.5463491824673
5933873,Stryen 9,IRI,50.28629472832061,-121.63303192496717,1764.7349991611063
5933874,Tsaukan 12,IRI,50.37319785731133,-121.6800014264228,587.9291598987375
5933875,Upper Hat Creek 1,IRI,50.815537083819066,-121.57426119433548,3001.5919986943704
5933876,Upper Nepa 6,IRI,50.659434114492846,-121.26684678973636,1599.8129677884647
5933877,Whispering Pines 4,IRI,50.98709476858294,-120.24496489287128,2432.814808262899
5933878,Yawaucht 11,IRI,50.3470381129882,-121.67253716001409,983.8185671822691
5933879,Zacht 5,IRI,50.15425832857192,-121.575904882492,384.54227805074567
5933880,Kamloops 1,IRI,50.722998768395854,-120.20479801076246,10707.144935451173
5933881,Spences Bridge,IRI,50.41687818482422,-121.3580733976803,2327.5725870796023
5933882,Kanaka Bar,IRI,50.11485773751,-121.55944327856027,1085.1627748444726
5933884,Sahhaltkum 4,IRI,50.811676506553475,-119.72591704358726,3426.6600735163756
5933886,Nekalliston 2,IRI,51.42219256865906,-120.19882228133703,121.29861630964177
5933887,North Thompson 1,IRI,51.29532395915417,-120.15296940567141,5935.389751618389
5933888,Louis Creek 4,IRI,51.13433773762413,-120.1259405467461,136.4039613833048
5933889,Squaam 2,IRI,51.07850034733926,-119.7797596878769,477.48080684365755
5933892,Stequmwhulpa 5,IRI,50.845888408801706,-119.62030474011837,1546.955694419727
5933893,Twoyqhalsht 16,IRI,50.427995047665775,-121.337401199324,296.730843819477
5933895,Shawniken 4B,IRI,50.41672341296881,-121.35605484092555,143.73776465132
5933896,Nekliptum 1,IRI,50.108080475055424,-121.5543941060082,326.4406914000998
5933897,Boothroyd 8A,IRI,50.05527288710519,-121.54188356849424,352.87239248406667
5933898,Neskonlith,IRI,50.77643996337639,-119.75144523308794,5104.718260805247
5933899,Entlqwekkinh 19,IRI,50.46129308608624,-121.31149091079043,5063.347209613373
5935010,Kelowna,CY,49.89915459127128,-119.48738047191137,15727.44720474348
5935012,Central Okanagan,RDA,49.89224606975843,-119.2548945525995,34909.621162775475
5935016,Lake Country,DM,50.07882233730232,-119.38831109159116,9980.356302415601
5935018,Peachland,DM,49.77923495041031,-119.73489630754399,5852.0293853091825
5935020,Central Okanagan West,RDA,49.9840456699124,-119.68885155433426,31885.959377378473
5935029,West Kelowna,CY,49.87273827447449,-119.62975210202612,10139.133252895545
5935801,Duck Lake 7,IRI,50.008391099524125,-119.39450669798367,1446.8042955998694
5935802,Tsinstikeptum 9,IRI,49.840708340476006,-119.60729403034165,2212.844865249817
5935803,Tsinstikeptum 10,IRI,49.882130995834935,-119.53966422574774,1477.8058957288363
5937005,Lumby,VL,50.250657967750456,-118.97415680143233,1817.6004031249952
5937010,Coldstream,DM,50.23077490805287,-119.17308018548299,8654.69316004805
5937014,Vernon,CY,50.236218106574846,-119.32968849538655,12908.758159778587
5937017,North Okanagan B,RDA,50.27110855893929,-119.47614805047822,20722.14210331592
5937021,North Okanagan C,RDA,50.359594596687074,-119.12478754502725,15370.953997145129
5937022,North Okanagan D,RDA,50.1475146218349,-118.86459957972087,39576.300787154985
5937023,North Okanagan E,RDA,50.33816753553057,-118.4848606558026,59719.24478651734
5937024,Spallumcheen,DM,50.44721386743901,-119.18020090972972,13694.414301451034
5937028,Armstrong,CY,50.442938855152796,-119.19653019736452,1733.8994804081772
5937033,Enderby,CY,50.55615100671643,-119.14378569394074,1599.5284959528062
5937041,North Okanagan F,RDA,50.68066769257325,-118.69112839998996,37805.30496193108
5937801,Okanagan (Part) 1,IRI,50.31368930382351,-119.38954824207734,12422.57853287876
5937802,Enderby 2,IRI,50.52773314446981,-119.12671507810232,5043.038809981669
5937803,Priest's Valley 6,IRI,50.24700927897552,-119.33961172512498,650.6068361557873
5937805,Harris 3,IRI,50.38728059691341,-119.23365624451544,506.83551125738376
5939007,Golden,T,51.29805830067846,-116.96490744455718,3079.3505242660635
5939011,Columbia-Shuswap A,RDA,51.597507939084565,-117.44901076529482,106033.96230068036
5939019,Revelstoke,CY,50.99451878542579,-118.17367825382314,8021.444857089762
5939023,Columbia-Shuswap B,RDA,51.38071517078692,-117.91724410425175,107098.85491691965
5939032,Salmon Arm,CY,50.700159541260064,-119.28342271689525,10339.87108812411
5939037,Columbia-Shuswap C,RDA,50.87133480373557,-119.2656336775255,23760.87311913112
5939039,Columbia-Shuswap D,RDA,50.55113260485806,-119.44134782394593,22179.39237880822
5939043,Columbia-Shuswap E,RDA,51.001997816254786,-118.81984504354054,37435.72118410082
5939044,Columbia-Shuswap F,RDA,51.257223887590584,-119.27498895131133,54334.015586858535
5939045,Sicamous,DM,50.83234601555795,-118.9803507907431,3454.6255466523694
5939801,Chum Creek 2,IRI,50.86356194891335,-119.58962825182505,1519.5194065180788
5939802,Hustalen 1,IRI,50.95777507871528,-119.63145737861508,2685.270155918278
5939803,North Bay 5,IRI,50.782492616394734,-119.32230193906159,1685.0298270677135
5939804,Okanagan (Part) 1,IRI,50.44996386873152,-119.3350375977967,3935.4330684330503
5939805,Quaaout 1,IRI,50.8792327176656,-119.61042115412329,4407.729447277878
5939806,Salmon River 1,IRI,50.49819854221437,-119.30768065776776,3463.3896130275216
5939807,Scotch Creek 4,IRI,50.919587529022344,-119.48092029636146,2186.1949657738783
5939808,Switsemalph 3,IRI,50.70955740333294,-119.32795683018148,1582.9619050818685
5939811,Switsemalph,IRI,50.722877785307276,-119.31423436507148,3406.820252717845
5941005,One Hundred Mile House,DM,51.642563548788246,-121.31822718413267,5896.963648371123
5941009,Williams Lake,CY,52.149932987042675,-122.13164448799853,7670.825842625694
5941010,Cariboo D,RDA,52.33468236435456,-122.26292103641349,25867.943266825438
5941012,Cariboo E,RDA,51.83732417322345,-122.10803563906777,36997.43457636421
5941013,Quesnel,CY,52.99092432363632,-122.4776771607882,5677.371866449848
5941014,Cariboo F,RDA,52.526109425230835,-121.13188269931065,78072.29006541277
5941015,Cariboo G,RDA,51.731904652799194,-121.4587940484925,40986.70093982631
5941016,Cariboo H,RDA,51.908621827913684,-120.80281192165783,42436.0124650951
5941017,Cariboo L,RDA,51.52281157608224,-120.91881300522425,29263.759720003844
5941019,Cariboo A,RDA,52.765866508511834,-122.35264830198932,25882.477717033024
5941021,Cariboo B,RDA,53.16450760546402,-122.7011322935717,26729.547252728004
5941025,Wells,DM,53.11624619390099,-121.64121523363549,9307.114528651451
5941026,Cariboo C,RDA,53.18739357799116,-121.46652005248339,70261.88191485731
5941027,Cariboo I,RDA,52.9784387316377,-123.70595977871623,99612.68000618722
5941039,Cariboo J,RDA,52.004855086662076,-124.89657448857437,158763.34880770283
5941041,Cariboo K,RDA,51.822963305190605,-123.21563176497347,91576.42493388409
5941801,Alkali Lake 1,IRI,51.78903266723159,-122.22609794860132,1567.3781286006615
5941802,Canim Lake 1,IRI,51.777654407949356,-120.97936562216945,4148.3952317321255
5941803,Canim Lake 4,IRI,51.79632961119008,-121.47278105550791,323.5434411240952
5941804,Canoe Creek 3,IRI,51.53454326110119,-122.23531214109425,4371.389111901459
5941805,Deep Creek 2,IRI,52.26216492946343,-122.09515521921145,4090.1713689460967
5941806,Dog Creek 1,IRI,51.58710316218045,-122.20494927135799,898.1216334703664
5941807,Dog Creek 2,IRI,51.5953966717546,-122.09256455565084,1081.87846696473
5941808,Lohbiee 3,IRI,51.469082884150126,-123.93591762520124,1135.581178200874
5941809,Quesnel 1,IRI,52.94857907993531,-122.48132835802133,2223.7018879316565
5941810,Soda Creek 1,IRI,52.322660446359976,-122.26850721215058,1573.2034069876752
5941811,Johny Sticks 2,IRI,51.83557785132539,-122.1696450524504,1316.6598695181399
5941812,Williams Lake 1,IRI,52.105923901801944,-121.99321086527729,3173.3288100706172
5941813,Canim Lake 2,IRI,51.742933641206704,-121.13162248347751,575.9003996421461
5941817,Alexis Creek 14,IRI,52.204124352438214,-124.31089270259154,1103.5790621607716
5941818,Alexis Creek 16,IRI,52.17509087169562,-124.3149666395699,488.45076975481606
5941821,Anahim's Flat 1,IRI,52.02068684567524,-123.18027816507652,5059.280982135849
5941827,Charley Boy's Meadow 3,IRI,52.305755072823104,-124.22140897139265,1794.3379425257278
5941828,Chilco Lake 1,IRI,51.41291329793627,-124.11476806122698,790.0570036118343
5941829,Chilco Lake 1A,IRI,51.4263114265936,-124.09917225206387,2960.3810541663784
5941831,Tanakut 4,IRI,51.48115175652953,-123.8440278014206,1206.5791871170134
5941833,Kluskus 1,IRI,53.08998882022276,-124.48727296986542,1801.068815344727
5941835,Coglistiko River 29,IRI,52.98914003299423,-123.84303573517204,573.8013163201202
5941837,Nazco 20,IRI,52.953787198928396,-123.5851406597124,2379.5155127302432
5941838,Puntzi Lake 2,IRI,52.206835986395866,-124.05802211952485,631.6701541006877
5941839,Redstone Flat 1,IRI,52.13878616937723,-123.95961212744774,1884.932089415065
5941840,Squinas 2,IRI,52.47570705903959,-125.29983570415895,1698.595161976805
5941841,Stone 1,IRI,51.93594832252136,-123.14223392046192,3387.5049033803202
5941844,Agats Meadow 8,IRI,52.288434501230206,-124.16212742850367,1071.392456406562
5941845,Thomas Squinas Ranch 2A,IRI,52.48637022782783,-125.32776615336468,1679.7175640112987
5941848,Alexis Creek 21,IRI,52.31525011093381,-124.2747467810001,1915.6567623836022
5941849,Baptiste Meadow 2,IRI,51.997027445240825,-122.55479385018303,1013.3047325588287
5941850,Toosey 1,IRI,51.920928972983496,-122.4843864738308,3332.2311367305037
5941851,Towdystan Lake 3,IRI,52.289346218638116,-125.11891597940544,1223.5318490595548
5941852,Trout Lake Alec 16,IRI,53.184540308005026,-123.52708202599186,817.1445716881375
5941854,Ulkatcho 13,IRI,52.378898128947704,-125.04093548370122,1139.7069346376925
5941855,Windy Mouth 7,IRI,51.84912770275033,-121.58054317961931,132.13044206619003
5941856,Alexis Creek 34,IRI,52.490156767925576,-124.28331912935504,900.2520442358442
5941861,Betty Creek 18,IRI,52.92035053333543,-125.40557008049572,910.3007896348573
5941862,Salmon River Meadow 7,IRI,52.973605772324355,-125.15349707841885,1135.3321018615968
5941864,Sundayman's Meadow 3,IRI,53.12069799467657,-124.33453046152681,522.7915649220274
5941866,Euchinico Creek 17,IRI,53.21338503549036,-123.5040920410297,1639.2733522869103
5941868,Sandy Harry 4,IRI,51.820066047540855,-122.09750038669095,1124.9868253455008
5941871,Fishtrap 19,IRI,52.35688198461426,-125.15714763546016,533.280439421388
5941872,Swan Lake 3,IRI,51.84183048946085,-122.11433460864949,767.0123351475396
5941873,Alkali Lake 4A,IRI,51.824393399847686,-122.12230024870051,973.8161842733011
5941876,Lezbye 6,IRI,51.416863482920505,-124.07087942801448,689.8957748931645
5941879,Michel Gardens 36,IRI,52.150069507456934,-123.91472097048893,165.21307645092574
5941880,Ulkatcho 14A,IRI,52.44864100386599,-125.2740872630716,1177.6056808954554
5941881,Baezaeko River 27,IRI,52.98812860954871,-123.81162561052375,327.72754136248466
5941882,Alexandria,IRI,52.57422455308962,-122.47395687093234,2969.0463277765607
5941883,Anahim's Meadow,IRI,52.10580213628013,-123.22623168522041,1881.9775323892297
5941884,Garden,IRI,51.43565211300645,-124.05036046179443,1263.2689186661862
5941885,Little Springs,IRI,51.85306267409047,-122.09068064295911,1503.432529247683
5941886,Dragon Lake 3,IRI,52.97124103635809,-122.42881342747002,311.7913956584442
5943008,Alert Bay,VL,50.584710692408876,-126.91566849707303,1069.6698953109324
5943012,Port McNeill,T,50.5911400773798,-127.10822063301148,4903.0502767323815
5943017,Port Alice,VL,50.41210248449471,-127.47341125686413,4459.7286135876375
5943023,Port Hardy,DM,50.683554888777316,-127.45404658705979,10623.880543781243
5943027,Mount Waddington B,RDA,50.56658230153932,-128.2279003247593,69156.07963050426
5943031,Mount Waddington C,RDA,50.52011776630056,-127.46104512440974,34780.843453422305
5943033,Mount Waddington D,RDA,50.27476357430028,-126.59392021535825,43464.036309331146
5943037,Mount Waddington A,RDA,51.30343547389381,-126.44261331093256,96384.86211549735
5943804,Fort Rupert 1,IRI,50.69552259627114,-127.4055416378801,208.75814377025975
5943806,Tsulquate 4,IRI,50.736739560955215,-127.49624855956753,687.6805871980941
5943807,Dead Point 5,IRI,50.59540239022247,-126.59384253620848,486.93023357709643
5943808,Gwayasdums 1,IRI,50.69426760501934,-126.59777561558006,449.6638754642605
5943809,Hopetown 10A,IRI,50.92360141749647,-126.82157201844707,145.87291318645947
5943813,Quaee 7,IRI,50.97062061857451,-126.17850359267726,1281.1176062740697
5943815,Kippase 2,IRI,50.69373691085431,-127.41098237192709,273.5594921187968
5943816,Quatsino Subdivision 18,IRI,50.6156867611413,-127.57059014506932,566.8171238103126
5943817,Thomas Point 5,IRI,50.697141275772644,-127.38293633065604,358.4917620750443
5943826,Thomas Point 5A,IRI,50.69823642502734,-127.39119046700002,438.4941269573074
5943835,Nimpkish 2,IRI,50.58248693139712,-126.92684552478747,139.38992488423855
5943836,Hope Island 1,IRI,50.913262490765995,-127.91410685920215,5781.511816350023
5943837,Alert Bay,IRI,50.59353443637688,-126.93913987565655,1383.752079125329
5945006,Central Coast A,RDA,52.22571009957385,-127.37404630245344,121374.21612575969
5945010,Central Coast C,RDA,52.2737828926602,-126.04289348522266,51295.521359353326
5945012,Central Coast D,RDA,52.434455496152275,-126.63811277285468,21150.460668685544
5945014,Central Coast E,RDA,52.43723010617923,-126.70374051870151,25127.061197355786
5945801,Bella Bella 1,IRI,52.158648408680136,-128.15205788768475,2167.3854247808813
5945802,Bella Coola 1,IRI,52.377306862486115,-126.7297278528911,3116.420584232781
5945803,Katit 1,IRI,51.680053446935105,-127.21116338330197,2731.2530995555626
5947007,Port Edward,DM,54.221870916391865,-130.12626954771827,11603.857518653302
5947012,Prince Rupert,CY,54.29247362894568,-130.27233055739524,10131.56385572171
5947016,North Coast A,RDA,54.46380093646115,-130.2299781609471,57910.95827225757
5947021,North Coast C,RDA,53.77661386065415,-130.1308870385422,74658.8954177887
5947023,Masset,VL,54.02526640000437,-132.09468717466265,4426.288926660447
5947026,Queen Charlotte,VL,53.25394878812767,-132.08678576399416,5672.364076430796
5947027,North Coast D,RDA,53.88826599978537,-131.90478045356383,90980.0565830367
5947030,Port Clements,VL,53.66718245401339,-132.271887432288,9041.027979772563
5947032,North Coast E,RDA,52.530924677233394,-131.768979852228,87495.99655594888
5947802,Kulkayu (Hartley Bay) 4A,IRI,53.42750543938404,-129.24941130171146,592.4796183820828
5947803,Masset 1,IRI,54.03692336390107,-132.17743556325078,1969.028313115062
5947804,Skidegate 1,IRI,53.27402320117237,-131.98364620785244,3281.7434689721204
5947806,Kulkayu (Hartley Bay) 4,IRI,53.42293063954677,-129.26052065083098,752.5511062868994
5947807,Dolphin Island 1,IRI,53.77389944874164,-130.43892102153018,2699.0319952879927
5947809,Lax Kw'alaams 1,IRI,54.484263042910655,-130.4029124477316,8990.640588839837
5947810,S1/2 Tsimpsean 2,IRI,54.35491098294311,-130.44498803344726,6066.088626584267
5947823,Tlaa Gaa Aawtlaas 28,IRI,53.993043780828856,-132.13548382598862,847.0510246432582
5949005,Kitimat,DM,53.953237821002084,-128.723772464426,20702.748085057818
5949011,Terrace,CY,54.483102333669486,-128.59476910424203,6885.583120778376
5949013,Kitimat-Stikine C (Part 1),RDA,54.394296251469534,-128.5944518127552,83049.05094823928
5949018,Kitimat-Stikine E,RDA,54.51442051454809,-128.55044574548933,4435.658037482893
5949020,Kitimat-Stikine C (Part 2),RDA,53.30132360598347,-128.51928240737385,116197.68603374233
5949022,Hazelton,VL,55.25818709721278,-127.65409443341,1904.7819191614385
5949024,New Hazelton,DM,55.2302519260836,-127.63935986883658,14411.732883428143
5949028,Kitimat-Stikine B,RDA,55.429008976169555,-127.85043013899539,83087.57998295622
5949032,Stewart,DM,56.09615151789436,-130.2394425388815,29356.83190406783
5949035,Nisga'a,NL,55.17851763145409,-129.38365630391434,48202.39090206523
5949038,Kitimat-Stikine F,RDA,58.50578174304687,-129.98827735562736,79804.29096848976
5949039,Kitimat-Stikine A,RDA,55.93871846225471,-129.836051660917,142808.03441388492
5949041,Kitimat-Stikine D,RDA,57.569435562840596,-131.03235968460444,127099.23614111319
5949802,Kitasoo 1,IRI,52.58926876342248,-128.52807333577528,1421.8253425928012
5949803,Kitamaat 2,IRI,53.96945980760459,-128.6444017599276,1222.703425990517
5949804,Kitsumkaylum 1,IRI,54.52339657737939,-128.67131957633748,2022.661587702494
5949805,Kshish 4,IRI,54.561456972754335,-128.46120030257046,1906.9201729472493
5949807,Kulspai 6,IRI,54.49329517106728,-128.58422165094356,217.4332801336304
5949810,Coryatsaqua (Moricetown) 2,IRI,55.03951413292049,-127.33964263783818,854.0290580654355
5949811,Hagwilget 1,IRI,55.25760898751323,-127.60291626292722,970.7492220389416
5949812,Gitanmaax 1,IRI,55.268490693976986,-127.67851281449423,2697.9824011639885
5949813,Kispiox 1,IRI,55.35252113028223,-127.68319257377924,2627.738078746221
5949814,Gitsegukla 1,IRI,55.10624911711125,-127.82203424010024,4294.200667520821
5949815,Gitanyow 1,IRI,55.26445742040017,-128.07609096137736,1716.822460233703
5949816,Gitwangak 1,IRI,55.09267723815752,-128.0639453523995,3722.0081367590083
5949817,Moricetown 1,IRI,55.01189299726483,-127.32270399524334,1779.9846675484778
5949818,Sik-e-dakh 2,IRI,55.30901854396264,-127.68836011856767,1755.1025810432443
5949819,Babine 17,IRI,55.028573061946354,-127.33968798701123,808.7538949121589
5949820,Bulkley River 19,IRI,55.03091547671827,-127.32037999603386,1054.078603333796
5949832,Iskut 6,IRI,57.83783930885979,-129.98536196091985,895.3001891463722
5949843,Guhthe Tah 12,IRI,57.90380845418495,-131.1749554799377,564.7693305108398
5949844,Kitselas 1,IRI,54.60935223541836,-128.42417672919152,1731.610579966662
5949845,Dease Lake 9,IRI,58.47306358350998,-130.02463474156028,865.9271657078909
5949846,Tahltan 1,IRI,58.01052033145523,-130.98681237687913,1348.9558573177057
5949847,Telegraph Creek,IRI,57.910802770203176,-131.16011492663944,622.5094181430492
5951007,Vanderhoof,DM,54.01285567621852,-124.09502334210362,17581.7509841746
5951009,Fraser Lake,VL,54.05774789906995,-124.86744331237564,15407.908176521089
5951013,Fort St. James,DM,54.46453083223201,-124.2286144483364,4794.450445678518
5951015,Bulkley-Nechako C,RDA,55.090065771101784,-125.2280882385005,148974.28747659348
5951017,Bulkley-Nechako D,RDA,53.82815654532016,-124.85197388504213,52440.95502817819
5951019,Bulkley-Nechako F,RDA,53.86505420516015,-123.84573238405859,56871.88276721788
5951022,Burns Lake,VL,54.225677767626614,-125.72975773563698,16795.038877216448
5951028,Bulkley-Nechako B,RDA,54.40300930673987,-125.73605263876716,49958.9996633329
